uf,num,nome_eol,n_turbines,unit_power_MW,hub_height_m,rotor_diameter_m,total_height_m,total_MW,operacao,heterogeneous_hub
CE,030329,Faísa IV,12,2.1,90.0,95.0,137.5,25.2,Sim,False
PB,029089,Caravela,6,0.8,75.6,48.0,99.6,4.8,Sim,False
BA,030305,Novo Horizonte,18,1.6,80.0,86.0,123.0,28.8,Sim,False
PI,033013,Ventos de Santa Angela 09,14,3.1,120.0,125.0,182.5,44.1,Sim,False
CE,033756,Cataventos Acaraú I,14,2.0,78.0,97.0,126.5,28.0,Sim,False
PI,033024,Ventos de Santa Angela 20,10,3.0,120.0,125.0,182.5,30.0,Sim,False
PB,029083,Presidente,6,0.8,74.0,48.0,98.0,4.8,Sim,False
CE,040882,Serrote V,7,4.2,125.0,150.0,200.0,29.4,Sim,False
BA,031335,Baraúnas I,14,2.4,98.0,92.0,144.0,32.9,Sim,False
RN,033645,São Miguel II,10,2.1,120.0,110.0,175.0,21.0,Sim,False
RN,036981,Ventos de Vila Paraíba I,10,3.5,120.0,132.0,186.0,34.65,Sim,False
BA,033637,Umburanas 23,6,2.5,90.0,116.0,148.0,15.0,Sim,False
RN,030661,Macacos,9,2.3,98.0,82.0,139.0,20.7,Sim,False
RN,033640,São Bento do Norte I,11,2.1,120.0,110.0,175.0,23.1,Sim,False
CE,030294,Cajucoco,20,1.5,85.0,77.0,123.5,30.0,Sim,False
PI,033010,Ventos de Santa Angela 06,10,3.1,120.0,125.0,182.5,31.5,Sim,False
RN,035161,Afonso Bezerra IV,4,4.2,125.0,150.0,200.0,16.8,Sim,False
PB,035184,Chafariz 6,9,3.5,84.0,132.0,150.0,31.18,Sim,False
BA,030317,Licínio de Almeida,15,1.6,80.0,82.5,121.2,24.0,Sim,False
PB,035241,Ventos de Arapuá 2,10,3.5,84.0,132.0,150.0,34.65,Sim,False
CE,031813,Itarema IV,7,3.0,100.0,125.0,162.5,21.0,Sim,True
BA,031755,Umburanas 16,10,2.5,90.0,116.0,148.0,25.0,Sim,False
BA,030976,Caetité 1,15,2.0,78.0,90.0,123.0,30.0,Sim,False
BA,032522,Delfina IV,4,2.0,80.0,110.0,135.0,8.0,Sim,False
BA,034777,Pedra do Reino IV,10,2.0,80.0,110.0,135.0,20.0,Sim,False
PB,034646,Chafariz 5,10,3.5,84.0,132.0,150.0,34.65,Sim,False
RN,030514,Ventos de São Miguel,15,2.0,95.0,100.0,145.0,30.0,Sim,False
CE,035219,São Raimundo,11,2.1,120.0,110.0,175.0,23.1,Sim,False
CE,030656,Mundaú,13,2.3,80.0,101.0,130.5,30.0,Sim,False
PI,033023,Ventos de Santa Angela 19,10,3.0,120.0,125.0,182.5,30.0,Sim,False
CE,030920,Goiabeira,11,2.1,120.0,110.0,153.7,23.1,Sim,False
PI,033025,Ventos de Santa Angela 21,9,3.0,120.0,125.0,182.5,27.0,Sim,False
RN,035160,Afonso Bezerra III,7,4.2,125.0,150.0,200.0,29.4,Sim,False
PI,033017,Ventos de Santa Ângela 13,9,3.1,120.0,125.0,182.5,28.35,Sim,False
PI,033620,Aura Lagoa do Barro 4,9,3.0,120.0,125.0,182.5,27.0,Sim,False
CE,040885,Serrote VIII,7,4.2,125.0,150.0,200.0,29.4,Sim,False
BA,030323,Porto Seguro,4,1.6,80.0,82.5,121.2,6.4,Sim,False
BA,033636,Umburanas 21,9,2.5,90.0,116.0,148.0,22.5,Sim,False
PE,029011,Xavante,3,1.6,70.0,82.0,111.0,4.95,Sim,False
PB,034640,Chafariz 2,10,3.5,84.0,132.0,150.0,34.65,Sim,False
BA,035233,Umburana de Cheiro,9,3.5,84.0,132.0,150.0,31.18,Sim,False
MA,040572,Delta 7 I,10,2.7,90.0,116.0,148.0,27.0,Sim,False
RN,030860,Lanchinha,14,2.0,90.0,97.0,139.5,28.0,Sim,False
BA,031737,Umburanas 05,7,2.5,90.0,116.0,148.0,17.5,Sim,False
PI,033021,Ventos de Santa Angela 17,15,3.1,120.0,125.0,182.5,47.25,Sim,False
PB,037958,Chafariz 7,10,3.5,84.0,132.0,150.0,34.65,Sim,False
RN,036985,Ventos de Vila Paraíba II,10,3.5,120.0,132.0,186.0,34.65,Sim,False
BA,034636,Campo Largo XV,11,2.7,89.0,122.0,150.0,29.7,Sim,False
PB,034642,Chafariz 3,10,3.5,84.0,132.0,150.0,34.65,Sim,False
RN,032215,São Domingos,12,2.1,93.0,114.0,150.0,25.2,Sim,False
PE,031560,Serra das Vacas III,13,1.7,80.0,103.0,131.5,22.23,Sim,False
SC,029053,Santo Antônio,2,1.5,100.0,77.0,138.5,3.0,Sim,False
RN,031697,União dos Ventos 13,9,2.1,120.0,114.0,177.0,18.9,Sim,False
CE,031627,Bons Ventos Cacimbas 3,7,2.1,120.0,110.0,175.0,14.7,Sim,False
BA,037103,Ventos de São Januário 21,12,4.2,105.0,150.0,180.0,50.4,Sim,False
RS,030460,Pontal 2B,7,1.6,80.0,100.0,130.0,11.2,Sim,False
CE,030926,Pitombeira,13,2.1,120.0,110.0,153.7,27.3,Sim,False
PI,032367,Ventos de São Virgilio 01,13,2.3,80.0,107.0,133.5,29.9,Sim,False
PI,033140,Ventos de São Vicente 12,14,2.1,80.0,114.0,136.0,29.4,Sim,False
BA,032641,Ventos de São Januário 04,7,4.2,105.0,150.0,180.0,29.4,Sim,False
RN,031887,Aventura I,12,2.4,98.0,92.0,144.0,28.2,Sim,False
CE,031746,Ventos de Santo Augusto I,8,2.3,80.0,107.0,133.5,18.4,Sim,False
PB,033664,Lagoa 1,15,2.1,80.0,114.0,194.0,31.5,Sim,False
PB,033665,Lagoa 2,15,2.1,80.0,114.0,194.0,31.5,Sim,False
RN,031651,Cabeço Vermelho,13,2.0,95.0,110.0,150.0,26.0,Sim,False
PI,033143,Ventos de São Vicente 09,14,2.1,80.0,114.0,136.0,29.4,Sim,False
BA,037104,Ventos de São Januário 22,12,4.2,105.0,150.0,180.0,50.4,Sim,False
BA,031752,Umburanas 13,8,2.5,90.0,116.0,148.0,20.0,Sim,False
BA,032467,Serra da Babilônia VII,12,2.4,98.0,92.0,144.0,28.2,Sim,False
PB,033663,Canoas,15,2.1,80.0,114.0,194.0,31.5,Sim,False
RN,031071,Campo dos Ventos III,12,2.1,93.0,114.0,150.0,25.2,Sim,False
PE,031818,Ventos de São Clemente 1,17,1.8,80.0,103.0,131.5,31.36,Sim,False
BA,032527,Ventos da Bahia III,14,2.2,80.0,110.0,135.0,30.8,Sim,False
PB,037952,Canoas 3,10,3.5,84.0,132.0,150.0,34.65,Sim,False
BA,031336,Morro Branco I,14,2.4,98.0,92.0,144.0,32.9,Sim,False
BA,032093,Barbatimão,6,2.7,89.0,122.0,150.0,16.2,Sim,False
RS,031610,Verace 36,12,1.8,80.0,100.0,130.0,21.48,Sim,False
RN,031810,Santana I,15,2.0,80.0,114.0,137.0,30.0,Sim,False
CE,030595,Vento Formoso,15,1.9,80.0,100.0,130.0,27.51,Sim,False
RN,031645,União dos Ventos 12,12,2.1,120.0,114.0,177.0,25.2,Sim,False
PB,034639,Chafariz 1,10,3.5,84.0,132.0,150.0,34.65,Sim,False
BA,033628,Campo Largo III,11,2.7,89.0,122.0,150.0,29.7,Sim,False
PI,033136,Ventos de São Vicente 10,14,2.1,80.0,114.0,136.0,29.4,Sim,False
PI,031275,Ventos de Santa Angelina,11,2.7,89.0,122.0,150.0,29.7,Sim,False
RN,032353,Pedra Rajada II,10,2.0,80.0,110.0,135.0,20.0,Sim,False
BA,034742,Ventos de Santa Aurora,13,2.1,80.0,114.0,137.0,27.3,Sim,False
PI,033018,Ventos de Santa Angela 14,14,3.0,120.0,125.0,182.5,42.6,Sim,False
RN,030293,Santa Clara III,15,2.0,98.0,82.0,139.0,30.0,Sim,False
BA,033532,Ventos de São Januário 13,10,4.2,105.0,150.0,180.0,42.0,Sim,False
MA,040573,Delta 7 II,13,2.7,90.0,116.0,148.0,35.1,Sim,False
PI,033009,Ventos de Santa Angela 05,10,3.1,120.0,125.0,182.5,31.5,Sim,False
BA,033639,Umburanas 25,7,2.5,90.0,116.0,148.0,17.5,Sim,False
PB,038029,Lagoa 3,10,3.5,84.0,132.0,150.0,34.65,Sim,False
CE,040878,Serrote I,6,4.2,125.0,150.0,200.0,25.2,Sim,False
BA,030315,Ilhéus,7,1.6,80.0,82.5,121.2,11.2,Sim,False
RN,031642,União dos Ventos 15,12,2.6,120.0,114.0,177.0,31.5,Sim,False
RN,031652,União dos Ventos 16,11,2.6,120.0,114.0,177.0,28.88,Sim,False
CE,032012,Ouro Verde,11,2.7,119.0,122.0,180.0,29.7,Sim,False
RN,035166,Angicos II,7,4.2,125.0,150.0,200.0,29.4,Sim,False
CE,031816,Itarema VII,7,3.0,100.0,125.0,162.5,21.0,Sim,True
CE,035217,Santo Inácio III,14,2.1,120.0,110.0,175.0,29.4,Sim,False
CE,030929,Jandaia,9,3.0,120.0,125.0,182.5,27.0,Sim,False
BA,035234,Ventos da Bahia XXIII,9,5.5,126.0,158.0,205.0,49.5,Sim,False
PI,031767,Ventos de Santo Augusto VIII,8,2.3,80.0,107.0,133.5,18.4,Sim,False
BA,033627,Laranjeiras IX,10,2.5,90.0,116.0,148.0,25.0,Sim,False
CE,030930,Nossa Senhora de Fátima,10,3.0,120.0,125.0,182.5,30.0,Sim,False
CE,040879,Serrote II,6,4.2,125.0,150.0,200.0,25.2,Sim,False
RN,031801,Aroeira,14,2.4,98.4,92.0,144.4,32.9,Sim,False
PB,035242,Ventos de Arapuá 3,4,3.5,84.0,132.0,150.0,13.86,Sim,False
RS,030330,Sangradouro 3,12,2.3,108.0,82.0,149.0,27.6,Sim,False
RS,030742,Verace II,10,2.0,78.0,97.0,126.5,20.0,Sim,False
PI,033015,Ventos de Santa Angela 11,14,3.1,120.0,125.0,182.5,44.1,Sim,False
PI,033012,Ventos de Santa Angela 08,10,3.1,120.0,125.0,182.5,31.5,Sim,False
RS,030762,Cerro dos Trindade,4,2.0,85.0,100.0,135.0,8.0,Sim,False
RN,030370,Miassaba II,9,1.6,80.0,82.5,121.2,14.4,Sim,False
RS,030829,Verace V,15,2.0,78.0,97.0,126.5,30.0,Sim,False
BA,034889,Ventos da Bahia XXVII,9,5.5,126.0,158.0,205.0,49.5,Sim,False
RS,031647,Aura Mangueira XV,6,3.0,120.0,125.0,182.5,18.0,Sim,False
PI,031417,Ventos de Santa Joana IX,16,1.9,80.0,82.5,121.2,29.6,Sim,False
PI,031661,Ventos de Santo Augusto V,16,1.9,80.0,82.5,121.2,29.6,Sim,False
PI,033006,Ventos de Santa Ângela 02,10,3.1,120.0,125.0,182.5,31.5,Sim,False
RN,038144,Vila Sergipe III,4,4.2,120.0,150.0,195.0,16.8,Sim,False
BA,034739,Ventos do São Gabriel,13,2.1,80.0,114.0,137.0,27.3,Sim,False
BA,033508,Ventos de São Januário 01,8,4.2,105.0,150.0,180.0,33.6,Sim,False
BA,032759,Boa Vista da Lagoinha,15,2.0,80.0,110.0,135.0,30.0,Sim,True
RS,031806,Aura Mirim II,10,3.0,120.0,125.0,182.5,30.0,Sim,False
SC,029054,Cascata,4,1.5,100.0,77.0,138.5,6.0,Sim,False
PI,033141,Ventos de São Vicente 11,14,2.1,80.0,114.0,136.0,29.4,Sim,False
PE,031821,Ventos de São Clemente 4,17,1.8,80.0,103.0,131.5,31.36,Sim,False
BA,033523,Ventos de São Januário 06,9,4.2,105.0,150.0,180.0,37.8,Sim,False
PI,031538,Ventos de Santa Joana V,17,1.7,80.0,100.0,130.0,28.9,Sim,False
RN,031072,Campo dos Ventos I,12,2.1,93.0,114.0,150.0,25.2,Sim,False
RN,036980,Vila Ceará I,9,3.5,120.0,132.0,186.0,31.95,Sim,False
PB,035181,Canoas 2,10,3.5,84.0,132.0,150.0,34.65,Sim,False
PI,033139,Ventos de São Vicente 13,14,2.1,80.0,114.0,136.0,29.4,Sim,False
RN,036976,Ventos de Vila Ceará II,9,3.5,120.0,132.0,186.0,31.18,Sim,False
RN,030702,GE Maria Helena,13,2.1,120.0,110.0,175.0,27.3,Sim,False
PB,029091,Coelhos IV,6,0.8,75.6,48.0,99.6,4.8,Sim,False
RN,036975,Vila Piauí I,9,4.2,120.0,150.0,195.0,37.8,Sim,False
BA,031796,Umburanas 06,8,2.5,90.0,116.0,148.0,20.0,Sim,False
PI,033011,Ventos de Santa Angela 07,8,3.1,120.0,125.0,182.5,25.2,Sim,False
BA,032343,Assuruá IV,15,2.0,78.0,97.0,126.5,30.0,Sim,False
BA,035222,Serra do Fogo,9,3.5,84.0,132.0,150.0,31.18,Sim,False
BA,031744,Umburanas 11,6,2.5,90.0,116.0,148.0,15.0,Sim,False
BA,031606,Tamanduá Mirim 2,8,2.0,78.0,97.0,126.5,16.0,Sim,False
BA,032644,Ventos de São Januário 05,10,4.2,105.0,150.0,180.0,42.0,Sim,False
PI,031581,Ventos de Santa Joana I,17,1.7,80.0,100.0,130.0,28.9,Sim,False
RS,031701,Aura Mirim VI,3,3.0,120.0,125.0,182.5,9.0,Sim,False
RN,031425,Santa Úrsula,13,2.1,93.0,114.0,150.0,27.3,Sim,False
PI,033667,Ventos de São Virgílio 02,13,2.3,80.0,116.0,138.0,29.9,Sim,False
BA,037102,Ventos de São Januário 20,12,4.2,105.0,150.0,180.0,50.4,Sim,False
PI,031766,Ventos de Santo Augusto VI,13,2.3,80.0,107.0,133.5,29.9,Sim,False
RN,031665,Cabeço Vermelho II,8,2.1,95.0,110.0,150.0,16.8,Sim,False
MA,033682,Delta 3 I,12,2.3,80.0,116.0,138.0,27.6,Sim,False
BA,033631,Campo Largo VI,11,2.7,89.0,122.0,150.0,29.7,Sim,False
BA,032082,Cristalândia II,15,2.0,80.0,110.0,135.0,30.0,Sim,False
MA,033680,Delta 3 VII,12,2.3,80.0,116.0,138.0,27.6,Sim,False
PE,029020,Gravatá Fruitrade,3,1.6,70.0,82.0,111.0,4.95,Sim,False
PI,031666,Testa Branca I,10,2.3,80.0,107.0,133.5,23.0,Sim,False
PI,031270,Ventos de Santa Edwiges,11,2.7,89.0,122.0,150.0,29.7,Sim,False
BA,032535,Ventos da Bahia XIII,9,5.5,101.0,158.0,180.0,49.5,Sim,True
CE,030907,Jandaia I,8,3.0,120.0,125.0,182.5,24.0,Sim,False
BA,032362,Mulungu,5,2.7,89.0,122.0,150.0,13.5,Sim,False
BA,033650,Ventos do São Mário,15,2.0,80.0,110.0,135.0,30.0,Sim,False
RN,038327,Vila Maranhão III,9,3.5,120.0,132.0,186.0,31.95,Sim,False
PI,033007,Ventos de Santa Ângela 03,10,3.1,120.0,125.0,182.5,31.5,Sim,False
RS,030748,Verace IX,15,2.0,78.0,97.0,126.5,30.0,Sim,False
PI,033138,Ventos de São Vicente 14,14,2.1,80.0,114.0,136.0,29.4,Sim,False
BA,032536,Ventos da Bahia XIV,6,5.5,126.0,158.0,205.0,33.0,Sim,True
BA,033649,Ventos da Santa Esperança,14,2.0,80.0,110.0,135.0,28.0,Sim,False
RS,030746,Verace III,13,2.0,78.0,97.0,126.5,26.0,Sim,False
RN,030454,Mel 02,10,2.0,78.0,90.0,123.0,20.0,Sim,False
PI,031749,Ventos de Santo Augusto VII,8,2.3,80.0,107.0,133.5,18.4,Sim,False
RN,031015,Cabeço Preto III,13,2.0,95.0,110.0,150.0,26.0,Sim,False
BA,032342,Assuruá III,5,2.5,90.0,116.0,147.3,12.5,Sim,False
RS,030749,Verace X,14,2.0,78.0,97.0,126.5,28.0,Sim,False
RS,031699,Aura Mirim VIII,3,3.0,120.0,125.0,182.5,9.0,Sim,False
RN,030843,Reduto,9,3.0,120.0,125.0,182.5,27.0,Sim,False
CE,030585,Ventos de Tianguá,15,1.9,80.0,100.0,130.0,27.75,Sim,False
BA,033529,Ventos de São Januário 10,10,4.2,105.0,150.0,180.0,42.0,Sim,False
CE,030596,Ventos do Parazinho,16,1.8,80.0,100.0,130.0,29.12,Sim,False
BA,032346,Curral de Pedras II,11,2.5,90.0,116.0,147.3,27.5,Sim,False
BA,032344,Capoeiras III,11,2.5,90.0,116.0,147.3,27.5,Sim,False
PI,033008,Ventos de Santa Ângela 04,10,3.1,120.0,125.0,182.5,31.5,Sim,False
RN,030700,GE Jangada,13,2.1,120.0,110.0,175.0,27.3,Sim,False
CE,031736,Pedra Cheirosa,12,2.1,93.0,114.0,150.0,25.2,Sim,False
BA,034738,Ventos da Santa Beatriz,13,2.1,80.0,114.0,137.0,27.3,Sim,False
PI,031597,Ventos de Santa Joana VII,17,1.7,80.0,100.0,130.0,28.9,Sim,False
RS,030741,Verace IV,15,2.0,78.0,97.0,126.5,30.0,Sim,False
BA,037069,Pedra do Reino V,4,4.0,90.0,150.0,165.0,16.0,Sim,False
BA,031511,Papagaio,5,2.0,78.0,97.0,126.5,10.0,Sim,False
BA,031459,Caititu 3,5,2.0,78.0,97.0,126.5,10.0,Sim,False
BA,034883,Ventos da Bahia XVIII,13,2.2,80.0,110.0,135.0,28.6,Sim,False
BA,032462,Serra da Babilônia II,12,2.4,98.0,92.0,144.0,28.2,Sim,False
CE,030921,São Januário,7,3.0,120.0,125.0,182.5,21.0,Sim,False
PE,044554,Tacaicó II,9,5.5,101.0,158.0,180.0,49.5,Sim,False
CE,030927,São Clemente,7,3.0,120.0,125.0,182.5,21.0,Sim,False
BA,033626,Laranjeiras III,10,2.5,90.0,116.0,148.0,25.0,Sim,False
BA,034509,Ventos de Santa Esperança 17,10,4.2,105.0,150.0,180.0,42.0,Sim,False
BA,040611,Serra da Babilônia E,5,5.3,121.0,158.0,200.0,26.5,Sim,False
BA,034507,Ventos de Santa Esperança 15,11,4.2,105.0,150.0,180.0,46.2,Sim,False
RS,031805,Aura Mangueira VII,8,3.0,120.0,125.0,182.5,24.0,Sim,False
CE,002801,Taíba,10,0.5,46.0,40.0,66.0,5.0,Sim,False
BA,031667,Baraúnas II,11,2.4,98.0,92.0,144.0,25.85,Sim,False
BA,032471,Serra da Babilônia XII,12,2.4,98.0,92.0,144.0,28.2,Sim,False
PE,031819,Ventos de São Clemente 2,17,1.8,80.0,103.0,131.5,31.36,Sim,False
BA,031758,Ventos da Bahia II,9,3.0,120.0,125.0,182.5,27.0,Sim,True
RN,030804,São João,9,3.0,120.0,125.0,182.5,27.0,Sim,False
CE,031698,Pedra Cheirosa II,11,2.1,93.0,114.0,150.0,23.1,Sim,False
BA,033530,Ventos de São Januário 11,10,4.2,105.0,150.0,180.0,42.0,Sim,False
RS,031646,Aura Mangueira XIII,5,3.0,120.0,125.0,182.5,15.0,Sim,False
MA,033675,Delta 3 V,12,2.3,80.0,116.0,138.0,27.6,Sim,False
PI,031272,Ventos de Santo Albano,11,2.7,89.0,122.0,150.0,29.7,Sim,False
BA,031343,Assuruá II,15,2.0,78.0,97.0,126.5,30.0,Sim,False
CE,030584,Ventos de Tianguá Norte,16,1.9,80.0,100.0,130.0,29.12,Sim,False
RN,031025,Macambira I,9,2.0,80.0,110.0,135.0,18.0,Sim,False
PE,031825,Ventos de São Clemente 8,12,1.8,80.0,103.0,131.5,22.14,Sim,False
PE,044553,Pau Ferro II,9,5.5,101.0,158.0,180.0,49.5,Sim,False
CE,031747,Ventos de Santo Augusto II,12,2.3,80.0,116.0,138.0,27.6,Sim,False
BA,032111,Umbuzeiro,14,2.7,89.0,122.0,150.0,37.8,Sim,False
BA,032363,Pau Santo,7,2.7,89.0,122.0,150.0,18.9,Sim,False
PI,031276,Ventos de Santa Regina,11,2.7,89.0,122.0,150.0,29.7,Sim,False
RS,031705,Aura Mangueira XVII,5,3.0,120.0,125.0,182.5,15.0,Sim,False
BA,032468,Serra da Babilônia VIII,12,2.4,98.0,92.0,144.0,28.2,Sim,False
PI,031662,Ventos de Santo Augusto III,16,1.9,80.0,82.5,121.2,29.6,Sim,False
RN,031759,Vila Pará I,9,3.0,120.0,125.0,182.5,27.0,Sim,False
CE,031579,Bons Ventos Cacimbas 5,10,2.1,120.0,110.0,175.0,21.0,Sim,False
PE,031822,Ventos de São Clemente 5,17,1.8,80.0,103.0,131.5,31.36,Sim,False
RN,031812,Calango 6,15,2.0,80.0,114.0,137.0,30.0,Sim,False
RN,030849,Santo Cristo,9,3.0,120.0,125.0,182.0,27.46,Sim,False
BA,040612,Serra da Babilônia F,4,5.3,121.0,158.0,200.0,21.2,Sim,False
PE,031823,Ventos de São Clemente 6,15,1.8,80.0,103.0,131.5,27.68,Sim,False
BA,032531,Ventos da Bahia IX,13,2.2,80.0,110.0,135.0,28.6,Sim,False
RS,030740,Verace VI,9,2.0,78.0,97.0,126.5,18.0,Sim,False
PB,037953,Canoas 4,10,3.5,84.0,132.0,150.0,34.65,Sim,False
BA,040609,Serra da Babilônia C,5,5.3,121.0,158.0,200.0,26.5,Sim,False
PI,033014,Ventos de Santa Angela 10,13,3.1,120.0,125.0,182.5,40.95,Sim,False
RN,036973,Vila Piauí II,9,4.2,120.0,150.0,195.0,37.8,Sim,False
BA,033633,Campo Largo XXI,11,2.7,89.0,122.0,150.0,29.7,Sim,False
CE,030915,Caiçara II,6,3.0,120.0,116.0,178.0,18.0,Sim,False
RN,031826,Umbuzeiros,14,2.4,98.4,92.0,144.4,32.9,Sim,False
PI,031271,Ventos de Santo Adriano,11,2.7,89.0,122.0,150.0,29.7,Sim,False
MA,033684,Delta 3 III,12,2.3,80.0,116.0,138.0,27.6,Sim,False
MA,033673,Delta 3 VI,12,2.3,80.0,116.0,138.0,27.6,Sim,False
BA,031743,Umburanas 09,7,2.5,90.0,116.0,148.0,17.5,Sim,False
BA,031405,Jabuticaba,3,3.0,75.0,100.0,125.0,9.0,Sim,False
RS,031477,Galpões,4,2.0,80.0,114.0,137.0,8.0,Sim,False
BA,033629,Campo Largo IV,11,2.7,89.0,122.0,150.0,29.7,Sim,False
BA,033521,Ventos de São Januário 03,8,4.2,105.0,150.0,180.0,33.6,Sim,False
RN,038002,Figueira Branca,3,3.5,120.0,132.0,186.0,10.65,Sim,False
BA,031518,Coqueirinho 2,8,2.0,78.0,97.0,126.5,16.0,Sim,False
BA,034692,Ventos de Santa Esperança 13,8,4.2,105.0,150.0,180.0,33.6,Sim,False
BA,031433,Acauã,3,2.0,78.0,97.0,126.5,6.0,Sim,False
RS,031663,Aura Mirim IV,5,3.0,120.0,125.0,182.5,15.0,Sim,False
PI,031603,Ventos de Santo Augusto IV,17,1.7,80.0,100.0,130.0,28.9,Sim,False
BA,032081,Cristalândia I,15,2.0,80.0,110.0,135.0,30.0,Sim,False
BA,033632,Campo Largo VII,11,2.7,89.0,122.0,150.0,29.7,Sim,False
CE,030902,Junco I,8,3.0,120.0,125.0,182.5,24.0,Sim,False
BA,031447,Carcará,5,2.0,78.0,97.0,126.5,10.0,Sim,False
BA,031607,Banda de Couro,14,2.4,98.0,92.0,144.0,32.9,Sim,False
BA,031352,Mussambê,14,2.4,98.0,92.0,144.0,32.9,Sim,False
PI,031273,Ventos de Santa Fátima,11,2.7,89.0,122.0,150.0,29.7,Sim,False
BA,031120,São Salvador,7,2.7,89.0,122.0,150.0,18.9,Sim,False
PI,031274,Ventos de Santa Bárbara,11,2.7,89.0,122.0,150.0,29.7,Sim,False
BA,034736,Ventos de Santa Aparecida,13,2.1,80.0,114.0,137.0,27.3,Sim,False
RS,030747,Verace VII,15,2.0,78.0,97.0,126.5,30.0,Sim,False
BA,031432,Caititu 2,5,2.0,78.0,97.0,126.5,10.0,Sim,False
BA,033652,Ventos do São Paulo,14,2.0,80.0,110.0,135.0,28.0,Sim,False
BA,031756,Umburanas 18,3,2.5,90.0,116.0,148.0,7.5,Sim,False
RN,033752,Vila Acre I,13,2.1,93.0,114.0,150.0,27.3,Sim,False
BA,032349,Laranjeiras I,11,2.5,90.0,116.0,147.3,27.5,Sim,False
PE,032360,Serra das Vacas V,11,2.3,80.0,116.0,138.0,25.3,Sim,False
PE,031820,Ventos de São Clemente 3,17,1.8,80.0,103.0,131.5,31.36,Sim,False
MA,033686,Delta 3 VIII,12,2.3,80.0,116.0,138.0,27.6,Sim,False
PI,030639,Porto do Delta,14,2.2,80.0,107.0,133.5,30.8,Sim,False
RN,031643,União dos Ventos 14,20,2.1,120.0,114.0,177.0,42.0,Sim,False
PI,031520,Ventos de Santa Joana IV,16,1.7,80.0,100.0,130.0,27.2,Sim,False
PI,032368,Ventos de São Virgílio 03,9,2.2,80.0,116.0,138.0,19.8,Sim,False
RN,030856,Pelado,10,2.0,78.0,97.0,127.5,20.0,Sim,False
BA,031341,Assuruá V,10,2.0,78.0,97.0,126.5,20.0,Sim,False
BA,032466,Serra da Babilônia VI,22,2.4,98.0,92.0,144.0,51.7,Sim,False
RN,031811,Santana II,12,2.0,80.0,114.0,137.0,24.0,Sim,False
BA,032465,Serra da Babilônia IX,12,2.4,98.0,92.0,144.0,28.2,Sim,False
BA,037083,Serra da Babilônia A,4,5.3,121.0,158.0,200.0,21.2,Sim,False
RS,030755,Verace VIII,13,2.0,78.0,97.0,126.5,26.0,Sim,False
RN,030701,Dreen Cutia,11,2.1,120.0,110.0,175.0,23.1,Sim,False
MA,033683,Delta 3 II,12,2.3,80.0,116.0,138.0,27.6,Sim,False
BA,032351,Laranjeiras V,10,2.5,90.0,116.0,147.3,25.0,Sim,False
BA,033533,Ventos de São Januário 14,10,4.2,105.0,150.0,180.0,42.0,Sim,False
BA,031431,Teiú 2,4,2.0,78.0,97.0,126.5,8.0,Sim,False
CE,030582,Ventos do Morro do Chapéu,15,1.9,80.0,100.0,130.0,27.51,Sim,False
PI,032366,Ventos de Santo Onofre IV,12,2.3,80.0,116.0,138.0,27.6,Sim,False
BA,032526,Ventos da Bahia I,13,2.2,80.0,110.0,135.0,28.6,Sim,False
RS,031510,Capão do Inglês,5,2.0,80.0,114.0,137.0,10.0,Sim,False
BA,031435,Angical 2,5,2.0,78.0,97.0,126.5,10.0,Sim,False
RN,031750,Vila Amazonas V,8,3.0,120.0,125.0,182.5,24.0,Sim,False
RN,032352,Pedra Rajada,10,2.0,80.0,110.0,135.0,20.0,Sim,False
RN,031026,Macambira II,9,2.0,80.0,110.0,135.0,18.0,Sim,False
PI,033144,Ventos de São Vicente 08,14,2.1,80.0,114.0,136.0,29.4,Sim,False
BA,032345,Curral de Pedras I,8,2.5,90.0,116.0,147.3,20.0,Sim,False
BA,032469,Serra da Babilônia X,12,2.4,98.0,92.0,144.0,28.2,Sim,False
PE,031824,Ventos de São Clemente 7,14,1.8,80.0,103.0,131.5,25.83,Sim,False
CE,030895,Caiçara I,9,3.0,120.0,125.0,182.5,27.0,Sim,False
RN,030900,Cabeço Preto VI,9,2.0,95.0,110.0,150.0,18.0,Sim,False
PI,033623,Aura Lagoa do Barro 5,8,3.0,120.0,125.0,182.5,24.0,Sim,False
PI,033624,Aura Lagoa do Barro 6,9,3.0,120.0,125.0,182.5,27.0,Sim,False
PI,033618,Aura Lagoa do Barro 7,9,3.0,120.0,125.0,182.5,27.0,Sim,False
BA,032347,Diamante II,7,2.5,90.0,116.0,147.3,17.5,Sim,False
RS,031719,Aura Mangueira XI,3,3.0,120.0,125.0,182.5,9.0,Sim,False
MA,033685,Delta 3 IV,12,2.3,80.0,116.0,138.0,27.6,Sim,False
BA,032348,Diamante III,7,2.5,90.0,116.0,147.3,17.5,Sim,False
PI,033621,Aura Lagoa do Barro 1,9,3.0,120.0,125.0,182.5,27.0,Sim,False
RN,030831,Carnaúbas,9,3.0,120.0,125.0,182.5,27.0,Sim,False
RN,030699,Dreen Guajiru,10,2.1,120.0,110.0,175.0,21.0,Sim,False
BA,032470,Serra da Babilônia XI,12,2.4,98.0,92.0,144.0,28.2,Sim,False
RS,031653,Aura Mangueira XII,5,3.0,120.0,125.0,182.5,15.0,Sim,False
