$version=1
!Code,Latitude,Longitude
3648,-25.47,-54.54
3649,-25.47,-54.54
3650,-25.47,-54.54
3651,-24.95,-53.11
3652,-24.95,-53.11
3653,-24.95,-53.11
3654,-24.43,-51.68
3655,-24.43,-51.68
3656,-24.43,-51.68
3657,-24.43,-51.68
3658,-24.43,-51.68
3659,-24.43,-51.68
3660,-24.43,-51.68
3661,-24.19,-50.405
3662,-24.19,-50.405
3663,-24.19,-50.405
3664,-23.95,-49.13
3665,-23.83,-47.7
3666,-23.83,-47.7
3667,-23.83,-47.7
3668,-23.71,-46.27
3669,-23.71,-46.27
3670,-23.71,-46.27
3671,-23.696667,-46.425
3672,-23.71,-46.27
3673,-23.71,-46.27
3674,-23.71,-46.27
3675,-23.71,-46.27
3676,-23.71,-46.27
3677,-23.71,-46.27
3678,-23.71,-46.27
3679,-23.71,-46.27
3680,-23.71,-46.27
3681,-23.703333,-46.3475
3682,-23.703333,-46.3475
3683,-23.703333,-46.3475
3684,-23.703333,-46.3475
3688,-23.67,-47.1
3689,-23.67,-47.1
3690,-23.67,-47.1
3691,-23.67,-47.1
3692,-23.67,-47.1
3693,-23.67,-47.1
3694,-23.67,-47.1
3695,-23.67,-47.1
3696,-24.224,-48.034001
3697,-23.947,-47.567
3698,-23.947,-47.567
3699,-23.592,-47.472
3700,-22.77,-47
3701,-22.77,-47
3702,-22.77,-45.09
3703,-22.77,-47
3704,-22.77,-47
3705,-22.77,-47
3706,-22.77,-47
3707,-22.77,-47
3708,-22.77,-47
3709,-22.77,-47
3710,-22.77,-47
3711,-22.77,-47
3712,-22.77,-47
3713,-22.77,-47
3714,-22.77,-47
3717,-22.96,-46.91
3718,-22.96,-46.91
3720,-22.63,-45.04
3721,-22.63,-45.04
3722,-22.63,-45.04
3723,-22.63,-45.04
3724,-22.63,-45.04
3725,-22.63,-45.04
3726,-22.505443,-44.488228
3727,-22.773333,-43.46
3728,-22.67,-43.48
3729,-22.67,-43.48
3730,-22.67,-43.48
3731,-22.67,-43.48
3732,-22.67,-43.48
3733,-22.67,-43.48
3734,-22.67,-43.48
3735,-22.67,-43.48
3736,-22.67,-43.48
3737,-22.67,-43.48
3738,-22.67,-43.48
3739,-22.67,-43.48
3740,-22.67,-43.48
3741,-22.67,-43.48
3742,-22.67,-43.48
3743,-22.67,-43.48
3744,-22.67,-43.48
3745,-23.01,-44.46
3746,-22.983197,-44.246008
3747,-23.01,-44.46
3748,-22.75,-43.33
3749,-22.75,-43.33
3750,-22.75,-43.33
3751,-22.75,-43.33
3752,-22.75,-43.33
3753,-22.75,-43.33
3754,-22.75,-43.33
3755,-22.75,-43.33
3756,-22.75,-43.33
3757,-22.75,-43.33
3758,-22.75,-43.33
3759,-22.93,-43.26
3760,-22.93,-43.26
3761,-22.93,-43.26
3762,-22.93,-43.26
3763,-22.93,-43.26
3764,-22.93,-43.26
3765,-22.93,-43.26
3766,-22.93,-43.26
3767,-22.92,-43.42
3768,-22.92,-43.42
3769,-22.92,-43.42
3770,-22.92,-43.42
3772,-22.92,-43.42
3773,-22.92,-43.42
3774,-22.92,-43.42
3775,-22.92,-43.42
3776,-22.92,-43.42
3777,-22.92,-43.42
3778,-22.92,-43.42
3779,-22.87,-43.71
3780,-22.915986,-43.780039
3781,-22.87,-43.71
3782,-22.5,-44.52
3783,-22.73,-42.79
3784,-22.31,-41.87
3785,-21.72,-41.34
3786,-21.72,-41.34
3787,-21.72,-41.34
3788,-21.72,-41.34
3789,-21.72,-41.34
3790,-21.72,-41.34
3791,-21.72,-41.34
3792,-21.72,-41.34
3793,-22.223787,-41.779497
3794,-22.408935,-42.267488
3795,-20.37,-40.44
3796,-20.19,-40.29
3799,-20.37,-40.434286
3801,-20.19,-40.29
3802,-20.19,-40.29
3803,-20.19,-40.29
3804,-20.19,-40.29
3806,-22.92,-43.42
3807,-21.3,-44.63
3808,-20.67,-46.32
3809,-20.15,-47.28
3810,-20.29,-47.07
3811,-20.29,-47.07
3816,-21.8,-46.61
3817,-21.8,-46.61
3818,-21.8,-46.61
3819,-21.8,-46.61
3820,-21.8,-46.61
3821,-21.8,-46.61
3822,-21.8,-46.61
3823,-21.8,-46.61
3824,-21.8,-46.61
3827,-21.8,-46.61
3828,-21.8,-46.61
3829,-21.8,-46.61
3830,-21.8,-46.61
3831,-23.44,-46.59
3832,-21.8,-46.61
3833,-21.8,-46.61
3834,-23.5,-46.17
3835,-23.5,-46.17
3836,-23.5,-46.17
3837,-23.5,-46.17
3838,-23.5,-46.17
3839,-23.5,-46.17
3840,-23.525,-46.175
3841,-23.525,-46.175
3842,-20.12,-48.57
3843,-20.211915,-48.630213
3844,-17.76,-50.88
3845,-17.76,-50.88
3846,-21.647653,-41.408279
3847,-15.86,-48.07
3848,-20.38,-40.51
3849,-20.38,-40.51
3851,-20.12,-48.57
3852,-21.77,-48.25
3853,-20.3,-49.2
3854,-20.3,-49.2
3855,-20.3,-49.2
3856,-20.3,-49.2
3857,-15.86,-48.07
3858,-15.86,-48.07
3859,-21.64762,-41.408311
3860,-18.41,-49.11
3861,-18.41,-49.11
3862,-18.41,-49.11
3863,-18.41,-49.11
3864,-18.41,-49.11
3865,-18.41,-49.11
3866,-18.41,-49.11
3867,-18.41,-49.11
3868,-18.41,-49.11
3869,-18.41,-49.11
3870,-18.41,-49.11
3871,-18.41,-49.11
3872,-18.41,-49.11
3873,-18.41,-49.11
3874,-18.41,-49.11
3875,-15.93,-48.17
3876,-15.93,-48.17
3877,-15.93,-48.17
3878,-15.93,-48.17
3879,-15.93,-48.17
3880,-15.93,-48.17
3881,-15.93,-48.17
3882,-15.93,-48.17
3883,-15.93,-48.17
3884,-15.93,-48.17
3885,-15.93,-48.17
3886,-15.93,-48.17
3887,-15.93,-48.17
3888,-15.93,-48.17
3889,-15.93,-48.17
3890,-17.99,-48.54
3891,-17.99,-48.54
3892,-14.88,-48.235
3893,-14.88,-48.235
3894,-14.88,-48.235
3895,-13.83,-48.3
3896,-13.83,-48.3
3897,-13.83,-48.3
3898,-13.83,-48.3
3899,-13.83,-48.3
3900,-13.83,-48.3
3901,-13.83,-48.3
3902,-13.83,-48.3
3903,-13.83,-48.3
3904,-13.83,-48.3
3905,-13.83,-48.3
3906,-13.83,-48.3
3907,-13.83,-48.3
3908,-17.99,-48.54
3909,-16.79,-49.23
3910,-16.79,-49.23
3911,-16.79,-49.23
3912,-16.79,-49.23
3913,-16.79,-49.23
3914,-16.79,-49.23
3915,-16.79,-49.23
3916,-16.79,-49.23
3917,-16.79,-49.23
3918,-16.79,-49.23
3919,-15.86,-48.07
3920,-15.86,-48.07
3921,-15.86,-48.07
3922,-15.86,-48.07
3923,-15.86,-48.07
3924,-15.86,-48.07
3925,-15.86,-48.07
3926,-15.86,-48.07
3927,-15.86,-48.07
3928,-15.86,-48.07
3929,-15.86,-48.07
3930,-15.86,-48.07
3931,-15.86,-48.07
3932,-15.86,-48.07
3933,-15.86,-48.07
3934,-15.86,-48.07
3935,-15.86,-48.07
3936,-15.81,-47.95
3937,-15.806065,-47.950525
3938,-15.808018,-47.950256
3939,-15.808018,-47.950256
3940,-15.808018,-47.950256
3941,-15.808016,-47.950258
3942,-15.808018,-47.950256
3943,-15.808016,-47.950258
3944,-15.12,-48.93
3945,-15.86,-48.07
3946,-20.26,-47.18
3947,-15.12,-48.93
3948,-15.12,-48.93
3949,-15.12,-48.93
3950,-15.12,-48.93
3951,-17.99,-48.54
3952,-17.99,-48.54
3953,-14.47,-48.49
3954,-17.76,-50.88
3955,-17.76,-50.88
3956,-17.76,-50.88
3957,-17.76,-50.88
3958,-17.76,-50.88
3959,-17.76,-50.88
3960,-15.12,-48.93
3961,-14.47,-48.49
3962,-14.87,-55.79
3963,-13.55,-48.23
3964,-18.193333,-49.7
3965,-17.976667,-50.29
3966,-17.34,-51.46
3967,-16.92,-52.04
3968,-18.085,-49.995
3969,-17.13,-51.75
3970,-22.695,-43.215
3971,-22.696667,-43.27
3972,-22.645,-43.345
3973,-22.645,-43.345
3974,-22.73,-42.79
3975,-22.73,-42.79
3976,-22.73,-42.79
3977,-22.73,-42.79
3978,-16.39,-48.87
3979,-22.078246,-42.567333
3980,-17.285,-47.175
3981,-22.961186,-46.709233
3982,-21.8,-46.61
3983,-22.862879,-46.743138
3984,-15.808016,-47.950258
3985,-15.808016,-47.950258
3986,-21.8,-46.61
3987,-22.56,-45.77
3988,-22.296499,-51.07106
3989,-22.25,-51.17
3990,-17.76,-50.88
3991,-17.76,-50.88
3992,-22.260737,-51.686738
3993,-22.128569,-51.404449
3994,-21.899068,-51.285698
3995,-21.812704,-51.238853
3999,-21.90395,-51.811982
4002,-21.691285,-50.659714
4003,-21.602689,-50.918934
4004,-22.863132,-50.202306
4005,-22.863475,-50.203275
4006,-22.81175,-50.279264
4008,-22.688123,-50.516594
4009,-22.71402,-50.558258
4010,-22.44,-50.59
4012,-22.33599,-50.827465
4013,-22.316356,-50.708938
4014,-22.316116,-50.946819
4015,-22.88,-50.33
4016,-22.876601,-50.139023
4017,-22.872802,-50.111883
4019,-21.737515,-50.44079
4020,-21.77544,-50.253823
4021,-21.184535,-49.17435
4024,-21.142725,-49.051881
4027,-21.473735,-49.183097
4028,-21.224286,-49.422691
4029,-21.108186,-49.663856
4030,-21.066296,-49.717749
4049,-22.3,-41.87
4051,-22.3,-41.87
4057,-22.68,-43.87
4058,-22.69,-43.86
4059,-22.69,-43.86
4060,-22.69,-43.86
4061,-22.700295,-43.805461
4062,-22.69,-43.82
4063,-22.700795,-43.78317
4064,-23.37,-45.87
4065,-23.46,-46.025
4066,-21.84,-42.58
4067,-21.874875,-42.518508
4077,-22.516922,-43.83923
4078,-22.52,-43.81
4079,-22.48,-43.84
4080,-22.48,-43.84
4081,-22.4,-43.66
4082,-22.63,-43.9
4083,-22.63,-43.9
4089,-22.51,-44.09
4090,-22.5,-44.12
4091,-22.55,-44.15
4092,-22.55,-44.16
4093,-22.509213,-44.118651
4094,-22.53,-44.19
4095,-22.53,-44.2
4096,-22.503291,-44.406835
4097,-22.51,-44.24
4098,-22.49,-44.24
4100,-22.9,-43.19
4101,-22.77,-43.39
4102,-22.89,-43.26
4103,-22.93,-43.64
4104,-22.7,-43.72
4105,-22.8075,-43.575
4106,-22.8075,-43.575
4107,-22.76,-43.46
4109,-22.84,-43.61
4110,-22.88,-43.33
4111,-22.76,-43.45
4112,-22.82,-43.39
4113,-22.85,-43.36
4114,-22.77,-43.39
4115,-22.87,-43.55
4116,-22.89,-43.52
4118,-22.76,-43.48
4119,-22.794494,-43.428959
4120,-22.8,-43.42
4122,-22.867472,-43.355873
4129,-22.74,-43.56
4130,-22.69,-43.47
4131,-22.75,-43.4
4132,-22.86,-43.35
4133,-22.84,-43.37
4134,-22.72,-43.55
4135,-22.88,-43.33
4141,-22.84,-43.34
4142,-22.84,-43.34
4144,-22.81,-43.33
4145,-22.8,-43.33
4146,-22.77,-43.31
4147,-22.84,-43.34
4149,-22.79,-43.37
4151,-22.83,-43.31
4153,-22.81,-43.32
4155,-22.79,-43.31
4156,-22.806514,-43.3066
4157,-22.77,-43.33
4158,-22.837466,-43.33516
4163,-22.83,-43.28
4164,-22.85,-43.26
4165,-22.84,-43.24
4166,-22.8,-43.19
4167,-22.8,-43.2
4168,-22.82,-43.24
4169,-22.85,-43.23
4174,-22.867826,-43.29519
4175,-22.871658,-43.291359
4179,-22.86,-43.25
4180,-22.92,-43.57
4181,-22.87,-43.27
4182,-22.88,-43.26
4183,-22.84,-43.3
4185,-22.89,-43.25
4186,-22.89,-43.23
4187,-22.9,-43.22
4192,-22.59,-43.29
4193,-22.74,-43.35
4194,-22.72,-43.32
4195,-22.65,-43.3
4196,-22.6,-43.29
4197,-22.59,-43.28
4198,-22.12,-43.23
4199,-21.99,-42.9
4200,-22.195562,-43.173678
4201,-22.067798,-43.096827
4203,-22.82,-43.6
4204,-22.89,-43.48
4205,-22.91,-43.29
4206,-22.89,-43.31
4207,-21.88,-42.65
4209,-22.92,-43.24
4210,-22.91,-43.24
4211,-22.93,-43.26
4212,-22.94,-43.24
4213,-22.93,-43.22
4214,-22.94,-43.225714
4215,-22.92,-43.2
4217,-22.97,-43.38
4221,-22.9,-43.19
4222,-22.91,-43.18
4223,-22.91,-43.17
4224,-22.93,-43.18
4225,-22.95,-43.19
4226,-22.96,-43.18
4227,-22.95,-43.18
4228,-22.95,-43.18
4229,-22.96,-43.2
4230,-22.99,-43.19
4231,-22.97,-43.19
4232,-22.96,-43.18
4233,-22.96,-43.22
4234,-22.98,-43.22
4235,-22.969045,-43.222438
4236,-22.967134,-43.227314
4242,-22.99,-43.25
4243,-22.950835,-43.33996
4244,-23,-43.33
4245,-22.950835,-43.33996
4246,-22.96,-43.4
4247,-22.94,-43.33
4248,-22.96,-43.4
4249,-22.89,-43.37
4250,-22.91,-43.37
4251,-23.01,-43.47
4252,-23,-43.43
4253,-22.99,-43.38
4257,-22.872559,-43.499653
4260,-22.89,-43.43
4261,-22.86,-43.47
4262,-22.89,-43.48
4263,-22.87,-43.45
4264,-22.9,-43.56
4265,-22.9,-43.62
4266,-22.91,-43.68
4267,-22.89,-43.74
4268,-22.92,-43.57
4269,-22.94,-43.57
4270,-22.922441,-43.664453
4272,-22.89,-43.84
4274,-22.87,-43.61
4275,-22.89,-43.76
4277,-22.85,-43.23
4278,-22.67,-43.76
4279,-22.68375,-43.759999
4280,-22.7,-43.88
4281,-23.065,-50.745
4282,-22.67,-50.35
4283,-15.69,-55.85
4284,-15.69,-55.85
4285,-17.72,-50.86
4286,-16.47,-52.64
4287,-16.47,-52.64
4288,-22.72,-43.64
4289,-24.1,-49.31
4290,-22.49,-52.96
4291,-22.65,-43.77
4292,-19.01,-50.67
4293,-19.01,-50.67
4294,-12.965,-48.3
4295,-11.006667,-48.846667
4296,-10.273333,-48.683333
4297,-18.73,-50.99
4298,-13.77,-48.05
4299,-15.49,-47.903333
4300,-16.35,-47.83
4301,-16.35,-47.83
4302,-20.26,-47.18
4303,-16.62,-49.58
4304,-16.62,-49.58
4305,-14.63,-47.976667
4306,-16.35,-47.83
4307,-21.2,-47.69
4308,-22.75,-43.54
4309,-22.75,-43.54
4310,-22.75,-43.54
4311,-22.75,-43.54
4312,-22.75,-43.54
4313,-22.75,-43.54
4314,-13.07,-58.96
4315,-13.19,-59
4316,-20.26,-47.18
4317,-19.4,-40.11
4318,-15.516667,-47.28
4319,-18.81,-51.17
4320,-22.65,-42.86
4321,-23.06,-46.51
4322,-23.06,-46.51
4323,-18.79,-51.01
4324,-23.06,-46.51
4325,-22.75,-43.54
4326,-22.75,-43.54
4327,-19.12,-50.65
4328,-22.75,-43.54
4329,-19.14,-50.75
4330,-16.47,-52.64
4331,-19.14,-50.75
4332,-15.753068,-50.115434
4335,-18.1,-47.81
4336,-18.05,-47.67
4338,-21.61,-45.46
4339,-21.605,-45.45
4341,-19.12,-50.65
4342,-18.72,-51
4343,-18.53,-51.15
4344,-18.81,-51.17
4346,-16.47,-52.64
4347,-16.47,-52.64
4350,-18.73,-50.99
4360,-10.16,-59.46
4361,-10.16,-59.44
4364,-10.16,-59.46
4370,-16.186198,-48.128635
4371,-16.32,-48.19
4372,-16.388935,-47.881789
4373,-16.79,-47.93
4374,-23.88,-46.43
4380,-22.72,-43.64
4381,-22.77,-47.2
4382,-22.72338,-43.664937
4383,-22.72,-43.65
4384,-23.88,-46.43
4385,-22.52,-44.12
4386,-21.69,-43.45
4387,-21.69,-43.45
4388,-22.71,-43.25
4389,-22.71,-43.25
4390,-22.718,-43.266
4391,-22.71,-43.25
4392,-20.74,-51.65
4393,-20.74,-51.65
4394,-22.31,-41.87
4395,-15.6,-56.1
4396,-22.31,-41.87
4397,-19.99,-44.1
4398,-22.72,-43.64
4399,-22.71,-43.25
4400,-22.71,-43.25
4401,-22.716667,-43.263333
4402,-22.71,-43.25
4403,-22.546,-50.03
4404,-22.551643,-50.56627
4405,-20.37,-40.43
4406,-19.53,-39.8
4407,-22.49,-48.78
4408,-19.53,-39.8
4409,-20.37,-40.43
4410,-20.37,-40.43
4411,-20.37,-40.43
4412,-20.37,-40.43
4413,-20.37,-40.43
4414,-20.37,-40.43
4415,-20.37,-40.431429
4416,-20.37,-40.431429
4420,-20.37,-40.43
4421,-12.43,-55.65
4422,-13,-55.95
4423,-19.99,-44.1
4424,-18.79,-48.636667
4425,-18.76,-48.61
4431,-13.133333,-48.536667
4432,-12.436667,-48.773333
4433,-11.006667,-48.846667
4434,-10.273333,-48.683333
4435,-22.65,-42.86
4436,-22.65,-42.86
4437,-23.38,-47.46
4438,-23.38,-47.46
4439,-20.38,-43.55
4442,-19.42,-42.55
4443,-19.82,-43.13
4444,-19.82,-43.13
4445,-19.42,-42.55
4446,-20.58,-43.97
4447,-19.91,-43.46
4448,-19.97,-43.48
4449,-19.53,-42.64
4450,-16.67,-43.82
4460,-19.87,-43.74
4463,-19.93,-43.85
4464,-19.6,-43.29
4467,-20.58,-43.97
4470,-19.82,-43.13
4471,-19.6,-43.2
4472,-20.43,-43.32
4473,-20.19,-43.86
4474,-19.6,-43.2
4475,-19.53,-42.64
4476,-19.59,-43.03
4477,-19.85,-43.44
4480,-13.4,-48.14
4481,-13.4,-48.14
4482,-13.4,-48.14
4483,-23.07,-49.84
4484,-19.01,-50.67
4485,-12.8,-48.24
4486,-12.81,-48.24
4487,-22.03,-43.15
4488,-22.061187,-43.15782
4489,-22.01,-43.27
4490,-22.044949,-43.234255
4491,-22.02,-43.3
4492,-22.032476,-43.267125
4493,-22.092379,-43.165637
4494,-23.15,-49.38
4504,-12.23,-48.39
4505,-12.23,-48.39
4509,-18.99,-53.17
4531,-23.87,-46.41
4532,-23.54,-47.3
4533,-23.44,-47.08
4535,-23.54,-47.26
4536,-21.8,-46.61
4537,-22.91,-43.74
4538,-22.91,-43.74
4539,-22.91,-43.74
4540,-22.91,-43.74
4541,-22.91,-43.74
4581,-11.27,-55.45
4582,-11.29,-55.33
4583,-10.98,-55.77
4585,-9.19,-57.05
4586,-9.35,-56.84
4587,-9.35,-56.84
4588,-10.464878,-55.223659
4589,-9.35,-56.78
4590,-12.14,-55.226
4591,-13.15,-54.828
4592,-12.725,-54.88
4593,-12.725,-54.88
4594,-14.16,-54.43
4595,-15.315,-53.535
4596,-15.315,-53.535
4597,-15.315,-53.535
4598,-20.25,-49.22
4601,-21.19,-43.75
4602,-21.19,-43.75
4613,-18.46,-47.99
4614,-18.46,-47.99
4615,-18.46,-47.99
4616,-18.46,-47.99
4621,-18.85,-41.98
4622,-18.85,-41.98
4623,-18.85,-41.98
4624,-18.85,-41.98
4627,-19.44,-42.56
4628,-19.44,-42.56
4629,-19.42,-42.55
4630,-19.42,-42.55
4631,-22.47,-45.52
4632,-22.47,-45.52
4633,-22.47,-45.52
4634,-22.47,-45.52
4635,-21.295,-44.625
4636,-21.295,-44.625
4637,-21.295,-44.625
4638,-21.295,-44.625
4639,-20.01,-47.44
4640,-20.01,-47.44
4641,-20.01,-47.44
4642,-20.01,-47.44
4643,-20.01,-47.44
4644,-20.01,-47.44
4645,-20.015,-47.44
4646,-20.015,-47.44
4647,-20.015,-47.44
4648,-20.015,-47.44
4649,-21.71,-43.4
4650,-21.71,-43.4
4651,-21.71,-43.4
4652,-21.71,-43.4
4653,-21.71,-43.4
4654,-21.71,-43.4
4655,-20.66,-43.82
4656,-20.66,-43.82
4657,-20.66,-43.82
4658,-20.66,-43.82
4659,-19.42,-42.55
4660,-19.42,-42.55
4661,-19.42,-42.55
4662,-19.42,-42.55
4663,-19.42,-42.55
4664,-19.42,-42.55
4671,-19.82,-44.1
4672,-19.82,-44.1
4673,-19.82,-44.1
4674,-19.82,-44.1
4678,-19.82,-44.1
4680,-19.82,-44.1
4681,-20.3,-43.76
4682,-20.3,-43.76
4683,-20.3,-43.76
4684,-20.3,-43.76
4685,-20.3,-43.76
4686,-20.3,-43.76
4687,-20.3,-43.76
4688,-20.3,-43.76
4689,-17.34,-44.87
4690,-17.34,-44.87
4692,-20.47,-45.79
4694,-20.47,-45.79
4695,-20.07,-44.84
4696,-20.07,-44.84
4697,-20.07,-44.84
4698,-20.07,-44.84
4699,-19.34,-46.01
4700,-19.34,-46.01
4701,-19.34,-46.01
4702,-19.34,-46.01
4703,-19.93,-43.85
4704,-19.93,-43.85
4705,-19.93,-43.85
4706,-19.93,-43.85
4707,-19.93,-43.85
4708,-19.93,-43.85
4709,-19.93,-43.85
4710,-19.93,-43.85
4711,-19.93,-43.85
4712,-19.93,-43.85
4713,-20.3,-43.76
4714,-20.3,-43.76
4715,-18.21,-45.26
4716,-18.21,-45.26
4717,-18.21,-45.26
4718,-18.21,-45.26
4719,-18.21,-45.26
4720,-18.21,-45.26
4721,-19.93,-43.85
4722,-19.93,-43.85
4723,-17.59,-44.74
4724,-17.59,-44.74
4725,-17.59,-44.74
4726,-17.59,-44.74
4729,-20.07,-44.84
4730,-20.07,-44.84
4731,-21.47,-43.53
4732,-21.47,-43.53
4733,-19.137778,-42.728889
4734,-19.137778,-42.728889
4735,-17.34,-44.87
4736,-17.34,-44.87
4737,-17.34,-44.87
4738,-17.34,-44.87
4739,-19.52,-44.32
4740,-19.52,-44.32
4741,-19.34,-46.01
4742,-18.46,-47.99
4743,-18.46,-47.99
4744,-19.113333,-42.726667
4745,-16.83,-42.02
4746,-16.83,-42.02
4747,-17.07,-47.11
4748,-17.07,-47.11
4749,-20.33,-43.78
4750,-20.33,-43.78
4751,-19.74,-43.91
4752,-19.74,-43.91
4753,-19.74,-43.91
4754,-19.74,-43.91
4755,-16.73,-42.57
4756,-16.73,-42.57
4757,-16.73,-42.57
4758,-16.73,-42.57
4759,-16.83,-42.02
4760,-17.07,-47.11
4761,-17.07,-47.11
4762,-17.145,-46.985
4763,-16.83,-42.02
4764,-20.66,-43.82
4765,-20.66,-43.82
4881,-17.34,-44.87
4882,-17.34,-44.87
4902,-20,-43.99
4903,-20,-43.99
4938,-22.65,-43.77
4939,-22.65,-43.77
4941,-3.13,-51.78
4942,-3.12,-51.735
4943,-20.26,-47.18
4945,-3.11,-51.69
4946,-3.11,-51.69
4947,-22.65,-43.77
4948,-22.65,-43.77
4949,-3.12,-51.735
4986,-6.08,-49.68
4991,-20.37,-40.44
4992,-20.37,-40.44
4993,-20.37,-40.44
4994,-20.37,-40.44
4995,-20.37,-40.44
4996,-20.37,-40.44
4997,-20.37,-40.44
4998,-20.37,-40.44
5000,-13.133333,-48.536667
5001,-12.436667,-48.773333
5002,-11.74,-49.01
5003,-11.006667,-48.846667
5004,-12.16,-48.55
5005,-12.23,-48.39
5006,-11.95,-48.78
5007,-12.23,-48.39
5014,-14.47,-48.49
5015,-14.47,-48.49
5016,-15.12,-48.93
5017,-15.12,-48.93
5018,-14.47,-48.49
5019,-14.47,-48.49
5190,-9.27,-64.65
5191,-9.27,-64.65
5192,-8.8,-63.95
5193,-8.8,-63.95
5194,-8.8,-63.95
5195,-8.855,-63.955
5196,-8.855,-63.955
5197,-8.855,-63.955
5198,-8.91,-63.96
5199,-8.91,-63.96
5200,-9.09,-64.305
5201,-8.91,-63.96
5202,-21.83,-48.35
5203,-21.83,-48.35
5204,-21.83,-48.35
5205,-8.91,-63.96
5206,-21.83,-48.35
5210,-9.09,-64.305
5876,-8.4,-35.02
5885,-5.81,-35.24
6051,-27.51,-48.66
6053,-27.16,-48.58
6054,-27.206667,-48.66
6055,-27.22,-48.63
6056,-27.37,-48.63
6065,-27.6,-48.58
6067,-27.6,-48.59
6069,-27.57,-48.54
6072,-27.56,-48.5
6073,-27.59,-48.56
6074,-27.45,-48.45
6075,-27.67,-48.5
6076,-27.87,-48.61
6077,-27.67,-48.68
6078,-27.43,-48.41
6079,-27.16,-48.58
6081,-27.575714,-48.720001
6082,-27.59,-48.62
6083,-27.56,-48.64
6084,-27.68,-48.76
6085,-27.6,-48.545
6086,-27.59,-48.69
6087,-27.37,-48.870909
6088,-27.64,-48.69
6091,-27.26,-48.72
6095,-27.55,-49.01
6096,-27.6,-48.5
6097,-27.53,-49.01
6098,-26.19,-50.36
6099,-26.15,-50.35
6100,-26.2,-50.4
6101,-26.12,-50.32
6102,-26.38,-48.68
6104,-26.48,-48.74
6105,-26.25,-48.87
6106,-26.29,-48.81
6107,-26.26,-48.86
6108,-26.07,-48.86
6109,-26.26,-51.04
6110,-26.47,-49.03
6111,-26.47,-49
6112,-26.252857,-48.87381
6113,-26.258571,-48.871429
6114,-26.262857,-48.860476
6115,-26.08,-48.61
6119,-26.33,-49.1
6120,-26.47,-49.08
6121,-26.53,-49.14
6122,-26.616316,-49.122105
6123,-26.614545,-49.110909
6124,-26.489474,-49.153158
6125,-26.489473,-49.153158
6126,-26.26,-48.81
6130,-26.27,-48.9
6131,-26.35,-48.8
6132,-26.35,-48.8
6133,-26.39,-50.14
6135,-26.48,-48.74
6137,-26.38,-48.84
6142,-26.29,-48.89
6143,-26.29,-48.89
6144,-26.283333,-48.876667
6146,-26.32,-48.84
6151,-26.278571,-48.832857
6153,-26.272857,-48.844286
6154,-26.272857,-48.844286
6156,-26.27,-48.85
6157,-26.27,-48.85
6160,-26.27,-48.85
6161,-26.29,-48.87
6162,-26.25,-48.88
6163,-26.36,-48.86
6165,-26.14,-49.81
6166,-26.533636,-49.102727
6167,-26.52,-49.13
6168,-26.538947,-49.136316
6169,-26.39,-50.14
6170,-26.23,-48.53
6171,-26.23,-48.91
6172,-26.344063,-48.729194
6173,-26.18,-48.61
6174,-26.344063,-48.729194
6175,-26.22,-49.34
6176,-26.24,-49.5
6177,-26.344046,-48.72914
6178,-26.344046,-48.72914
6179,-26.246667,-49.21
6180,-26.23,-49.4
6181,-26.22,-49.34
6182,-26.226667,-49.216667
6183,-26.26,-48.63
6184,-26.332032,-48.692097
6185,-26.356042,-48.76613
6186,-26.29,-48.81
6187,-26.24,-48.585
6188,-26.25,-48.91
6189,-26.22,-48.54
6191,-26.24,-48.91
6192,-26.26,-48.88
6194,-26.473333,-49.053333
6195,-26.48,-49.05
6196,-26.45,-48.94
6197,-26.9,-49.09
6198,-26.96,-49.07
6199,-26.9,-49.08
6200,-26.95,-49.08
6201,-26.95,-49.08
6203,-26.95,-49.08
6204,-26.95,-49.08
6205,-26.88,-49.11
6206,-26.88,-49.11
6208,-26.86,-49.06
6209,-26.89875,-49.095
6210,-26.91625,-49.085
6211,-26.78,-49.09
6212,-26.78,-49.09
6213,-26.78,-49.09
6214,-26.78,-49.09
6215,-26.78,-49.09
6216,-26.78,-49.09
6217,-26.92,-49.12
6219,-26.95,-49.08
6220,-26.95,-49.08
6223,-27.06,-48.9
6224,-27.12,-48.94
6225,-27.07,-48.94
6226,-27.035,-49.01
6228,-27,-48.63
6229,-27.03,-48.6
6231,-26.88,-48.71
6232,-27.6,-49.545
6233,-27.293333,-49.642222
6235,-26.63,-48.71
6236,-26.59,-48.746667
6237,-26.653375,-48.757116
6238,-26.65,-49.34
6239,-26.85,-49.15
6240,-26.65,-49.36
6244,-26.93,-48.94
6249,-27.06,-49.51
6252,-26.9,-49.27
6255,-26.860109,-48.775669
6256,-27.14,-48.63
6257,-26.79,-49.42
6258,-27.245,-49.71
6259,-27.245,-49.71
6260,-27.245,-49.71
6262,-27.41,-49.6
6263,-27.02,-49.64
6265,-26.89,-48.72
6266,-26.89,-48.72
6268,-26.95,-48.74
6269,-26.95,-48.64
6270,-26.86,-48.68
6271,-26.47,-49.59
6272,-26.692222,-49.344444
6273,-26.54,-49.57
6274,-26.76,-49.17
6275,-26.89,-48.66
6276,-26.76,-48.69
6277,-27.02,-49.64
6279,-27.2,-49.65
6280,-27.176667,-49.684444
6281,-27.19,-49.63
6283,-27.2,-49.65
6284,-27.183334,-49.657222
6285,-27.183334,-49.657222
